"songId"	"title"	"author"	"category"	"segment1"	"segment2"	"segment3"	"segment4"	"segment5"	"segment6"	"segment7"	"segment8"
"SDAH_126"	"126. In the Bleak Midwinter"	""	"SDA Hymnal (SDAH)"	"In the bleak midwinter
Frosty wind made moan;
Earth stood hard as iron,
Water like a stone;
Snow had fallen, snow on snow,
Snow on snow,
In the bleak midwinter,
Long ago."	"Angels and archangels
May have gathered there,
Cherubim and seraphim
Thronged the air:
But His mother only
In her maiden bliss,
Worshiped the beloved
With a kiss."	"What can I give Him,
Poor as I am?
If I were a shepherd
I would bring a lamb;
If I were a wise man
I would do my part;
Yet what can I give Him?
Give my heart."	""	""	""	""	""
"SDAH_127"	"127. Infant Holy, Infant Lowly"	""	"SDA Hymnal (SDAH)"	"Infant holy, infant lowly,
For His bed a cattle stall;
Oxen lowing, little knowing
Christ the babe is Lord of all;
Swift are winging angels singing,
Noels ringing, tidings bringing,
Christ the babe is Lord of all,
Christ the babe is Lord of all."	"Flocks were sleeping, shepherds keeping
Vigil till the morning new;
Saw the glory, heard the story,
Tidings of the gospel true;
Thus rejoicing, free from sorrow,
Praises voicing greet the morrow,
Christ the babe was born for you,
Christ the babe was born for you."	""	""	""	""	""	""
"SDAH_128"	"128. Break Forth, O Beauteous Heavenly Light"	""	"SDA Hymnal (SDAH)"	"Break forth, O beauteous heavenly light,
And usher in the morning;
Ye shepherds, shrink not with affright,
But hear the angel's warning.
This Child, now weak in infancy,
Our confidence and joy shall be,
The power of Satan breaking,
Our peace eternal making."	"Break forth, O beauteous heavenly light,
To herald our salvation;
He stoops to earth — the God of might,
Our hope and expectation.
He comes in human flesh to dwell,
Our God with us, Immanuel,
The night of darkness ending,
Our fallen race befriending."	""	""	""	""	""	""
"SDAH_129"	"129. As It Fell Upon a Night"	""	"SDA Hymnal (SDAH)"	"As it fell upon a night
In the winter weather,
Angels bright in starry height
Began to sing together."	"Shepherds sleeping on the plain
Woke to see the glory,
All amazed they stood and gazed
And heard the angels' story."	"Unto you a child is born
In a manger lowly,
Humble, He, yet born to be
The King of Love most holy."	"Happy angels from afar,
Cease your singing never!
In excelsis gloria!
Forever and forever."	""	""	""	""
"SDAH_130"	"130. It Came Upon the Midnight Clear"	""	"SDA Hymnal (SDAH)"	"It came upon the midnight clear,
That glorious song of old,
From angels bending near the earth
To touch their harps of gold:
""Peace on the earth, good will to men,
From heaven's all-gracious King;""
The world in solemn stillness lay
To hear the angels sing."	"Still through the cloven skies they come,
With peaceful wings unfurled,
And still their heavenly music floats
O'er all the weary world;
Above its sad and lowly plains
They bend on hovering wing,
And ever o'er its Babel sounds
The blessed angels sing."	"And ye, beneath life's crushing load,
Whose forms are bending low,
Who toil along the climbing way
With painful steps and slow —
Look now! for glad and golden hours
Come swiftly on the wing;
Oh rest beside the weary road,
And hear the angels sing."	""	""	""	""	""
"SDAH_131"	"131. Lo, How a Rose E'er Blooming"	""	"SDA Hymnal (SDAH)"	"Lo, how a rose e're blooming
From tender stem hath sprung,
Of Jesse's lineage coming
As men of old have sung.
It came, a floweret bright,
Amid the cold of winter
When half spent was the night."	"Isaiah 'twas foretold it,
The Rose I have in mind,
With Mary we beheld it,
The virgin mother kind.
To show God's love aright
She bore to them a Savior,
When half spent was the night."	""	""	""	""	""	""
"SDAH_132"	"132. O Come, All Ye Faithful"	""	"SDA Hymnal (SDAH)"	"O come, all ye faithful, joyful and triumphant,
O come ye, O come ye to Bethlehem!
Come and behold Him, born the King of angels!
O come, let us adore Him,
O come, let us adore Him,
O come, let us adore Him,
Christ, the Lord!"	"Sing, choirs of angels, sing in exultation,
O sing, all ye citizens of heaven above!
Glory to God, all glory in the highest!
O come, let us adore Him,
O come, let us adore Him,
O come, let us adore Him,
Christ, the Lord!"	"Yea, Lord, we greet Thee, born this happy morning,
Jesus, to Thee be all glory given;
Word of the Father, now in flesh appearing!
O come, let us adore Him,
O come, let us adore Him,
O come, let us adore Him,
Christ, the Lord!"	""	""	""	""	""
"SDAH_133"	"133. Now Is Born the Divine Christ Child"	""	"SDA Hymnal (SDAH)"	"Now is born the divine Christ child,
Play the musette, play the tuneful oboe,
Now is born the divine Christ child,
Sing we all and rejoice this day."	"He was born in a stable bare,
On bed of straw how He sleeps so soundly,
He was born in a stable bare,
Let us worship and to Him bow."	"Ages long since are past and gone,
When the wise men foretold His coming,
Ages long since are past and gone,
When the wise men foretold His birth."	""	""	""	""	""
"SDAH_134"	"134. O Jesus Sweet"	""	"SDA Hymnal (SDAH)"	"O Jesus sweet, O Jesus mild,
Thy Father's will hast Thou fulfilled;
For Thou hast left Thy heavenly throne
Our lowly state to make Thine own.
O Jesus sweet, O Jesus mild."	"O Jesus sweet, O Jesus mild,
With joy hast Thou the whole world filled;
Thou comest down from heaven's hall
To comfort us whom tears enthrall.
O Jesus sweet, O Jesus mild."	"O Jesus sweet, O Jesus mild,
Thou art love's image undefiled.
Inflame our hearts with love's pure fire,
That we may share Thy heart's desire.
O Jesus sweet, O Jesus mild."	"O Jesus sweet, O Jesus mild,
Help us to do as Thou hast willed.
What'er we have belongs to Thee:
O may we ever faithful be.
O Jesus sweet, O Jesus mild."	""	""	""	""
"SDAH_135"	"135. O Little Town of Bethlehem"	""	"SDA Hymnal (SDAH)"	"O little town of Bethlehem,
How still we see thee lie!
Above thy deep and dreamless sleep
The silent stars go by;
Yet in thy dark streets shineth
The everlasting Light;
The hopes and fears of all the years
Are met in thee tonight."	"For Christ is born of Mary;
And gathered all above,
While mortals sleep, the angels keep
Their watch of wondering love.
O morning stars, together
Proclaim the holy birth!
And praises sing to God the King,
And peace to men on earth!"	"How silently, how silently
The wondrous gift is given!
So God imparts to human hearts
The blessings of His heaven.
No ear may hear His coming;
But in this world of sin,
Where meek souls will receive Him still,
The dear Christ enters in."	"O holy Child of Bethlehem,
Descend to us, we pray;
Cast out our sin, and enter in —
Be born in us today.
We hear the Christmas angels
The great glad tidings tell —
Oh, come to us, abide with us,
Our Lord Immanuel!"	""	""	""	""
"SDAH_136"	"136. Good Christians, Now Rejoice"	""	"SDA Hymnal (SDAH)"	"Good Christians, now rejoice,
With heart, and soul, and voice;
Give ye heed to what we say:
Jesus Christ is born today;
Ox and ass before Him bow,
And He is in the manger now.
Christ is born today!
Christ is born today!"	"Good Christians, now rejoice,
With heart, and soul, and voice;
Now ye hear of endless bliss:
Jesus Christ was born for this!
He hath ope'd the heav'nly door,
And we are blessed evermore.
Christ was born for this!
Christ was born for this!"	"Good Christians, now rejoice,
With heart, and soul, and voice;
Now ye need not fear the grave:
Jesus Christ was born to save!
Calls you one and calls you all
To gain His everlasting hall.
Christ was born to save!
Christ was born to save!"	""	""	""	""	""
"SDAH_137"	"137. We Three Kings"	""	"SDA Hymnal (SDAH)"	"We three kings of Orient are;
Bearing gifts we traverse afar
Field and fountain, moor and mountain,
Following yonder star."	"O star of wonder, star of night,
Star with royal beauty bright,
Westward leading, still proceeding,
Guide us to Thy perfect light."	"Born a King on Bethlehem's plain,
Gold I bring to crown Him again,
King forever, ceasing never
Over us all to reign."	"Frankincense to offer have I;
Incense owns a Deity nigh;
Prayer and praising all men raising,
Worship Him, God on high."	"Myrrh is mine; its bitter perfume
Breathes a life of gathering gloom:
Sorrowing, sighing, bleeding, dying,
Sealed in the stone-cold tomb."	"Glorious now behold Him arise,
King and God and sacrifice;
Alleluia, Alleluia!
Sounds through the earth and skies."	""	""
"SDAH_138"	"138. Rise Up, Shepherd, and Follow"	""	"SDA Hymnal (SDAH)"	"There's a star in the east on Christmas morn.
Rise up, shepherd, and follow.
It will lead to the place and where the Saviour's born,
Rise up, shepherd, and follow."	"Leave your sheep and leave your lambs,
Rise up, shepherd, and follow.
Leave your ewes and leave your rams,
Rise up, shepherd, and follow.
Follow, Follow,
Rise up shepherd, and follow.
Follow the star of Bethlehem,
Rise up, shepherd, and follow."	"If you take good heed to the angel's words,
Rise up, shepherd, and follow.
You'll forget your flocks, you'll forget your herds,
Rise up, shepherd, and follow."	""	""	""	""	""
"SDAH_139"	"139. While Shepherds Watched Their Flocks"	""	"SDA Hymnal (SDAH)"	"While shepherds watched their flocks by night,
All seated on the ground,
The angel of the Lord came down,
And glory shone around."	"""Fear nor!"" said he — for mighty dread
Had seized their troubled mind —
""Glad tidings of great joy I bring,
To you and all mankind."	"""To you, in David's town this day,
Is born of David's line,
The Savior who is Christ the Lord;
And this shall be the sign:"	"""The heavenly Babe you there shall find
To human view displayed,
All meanly wrapped in swathing bands,
And in a manger laid."""	"Thus spake the seraph; and forthwith
Appeared a shining throng
Of angels praising God on high,
Who thus addressed their song:"	"""All glory be to God on high,
And to the earth be peace;
Good will henceforth from heaven to men,
Begin and never cease!"""	""	""
"SDAH_140"	"140. Thou Didst Leave Thy Throne"	""	"SDA Hymnal (SDAH)"	"Thou didst leave Thy throne
And Thy kingly crown
When Thou camest to earth for me;
But in Bethlehem's home
Was there found no room
For Thy holy nativity."	"O come to my heart, Lord Jesus,
There is room in my heart for Thee."	"Heaven's arches rang
When the angels sang
Proclaiming Thy royal degree;
But of lowly birth
Didst Thou come to earth,
And in greatest humility."	"The foxes found rest,
And the birds their nest
In the shade of the forest tree;
But Thy couch was the sod,
O Thou Son of God,
In the deserts of Galilee."	"Thou camest, O Lord,
With the living word
That should set Thy people free;
But with mocking scorn,
And with crown of thorn,
They bore Thee to Calvary."	"When the heavens shall ring,
And the angels sing,
At Thy coming to victory,
Let Thy voice call me home,
Saying, ""Yet there is room,
There is room at My side for thee."""	""	""
"SDAH_141"	"141. What Child Is This?"	""	"SDA Hymnal (SDAH)"	"What child is this, who, laid to rest,
On Mary's lap is sleeping?
Whom angels greet with anthems sweet,
While shepherds watch are keeping?"	"This, this is Christ the King,
Whom shepherds guard and angels sing:
Haste, haste to bring Him laud,
The babe, the son of Mary."	"Why lies He in such mean estate
Where ox and ass are feeding?
Good Christian, fear: for sinners here
The silent Word is pleading."	"So bring Him incense, gold, and myrrh,
Come, peasant, king, to own Him,
The King of kings salvation brings,
Let loving hearts enthrone Him."	""	""	""	""
"SDAH_142"	"142. Angels We Have Heard on High"	""	"SDA Hymnal (SDAH)"	"Angels we have heard on high,
Singing sweetly through the night,
And the mountains in reply
Echoing their brave delight."	"Gloria in excelsis Deo,
Gloria in excelsis Deo."	"Shepherds, why this jubilee?
Why these songs of happy cheer?
What great brightness did you see?
What great tidings did you hear?"	"Come to Bethlehem and see
Christ whose birth the angels sing;
Come, adore on bended knee
Christ, the Lord, the newborn King."	"See Him in a manger laid
Whom the angels praise above;
Mary, Joseph, lend your aid,
While we raise our hearts in love."	""	""	""
"SDAH_143"	"143. Silent Night, Holy Night"	""	"SDA Hymnal (SDAH)"	"Silent night, holy night,
All is calm, all is bright;
Round yon virgin mother and Child!
Holy Infant, so tender and mild,
Sleep in heavenly peace,
Sleep in heavenly peace."	"Silent night, holy night,
Darkness flies, all is light;
Shepherds hear the angels sing,
""Alleluia! hail the King!
Christ the Savior is born,
Christ the Savior is born."""	"Silent night, holy night,
Son of God, love's pure light;
Radiant beams from Thy holy face,
With the dawn of redeeming grace,
Jesus, Lord, at Thy birth,
Jesus, Lord, at Thy birth."	"Silent night, holy night,
Wondrous star, lend thy light;
With the angels let us sing,
Alleluia to our King;
Christ the Savior is born,
Christ the Savior is born."	""	""	""	""
"SDAH_144"	"144. O Sing a Song of Bethlehem"	""	"SDA Hymnal (SDAH)"	"O sing a song of Bethlehem,
Of shepherds watching there,
And of the news that came to them
From angels in the air:
The light that shone on Bethlehem
Fills all the world today;
Of Jesus' birth and peace on earth
The angels sing alway."	"O sing a song of Nazareth,
Of sunny days of joy,
O sing of fragrant flowers breath,
And of the sinless Boy:
For now the flowers of Nazareth
In every heart may grow;
Now spreads the fame of His dear name
On all the winds that blow."	"O sing a song of Calvary,
Its glory and dismay;
Of Him who hung upon the tree,
And took our sins away:
For He who died on Calvary
Is risen from the grave;
And Christ, our Lord, by heaven adored,
Is mighty now to save."	""	""	""	""	""
"SDAH_145"	"145. Songs of Thankfulness and Praise"	""	"SDA Hymnal (SDAH)"	"Songs of thankfulness and praise,
Jesus, Lord, to You we raise,
Manifested by the star
To the sages from afar;
Branch of royal David's stem
In Your birth at Bethlehem;
Anthems be to You addressed,
God in man made manifest."	"Manifest at Jordan's stream,
Prophet, Priest, and King supreme;
And at Cana, wedding guest,
In Your Godhead manifest;
Manifest in power divine,
Changing water into wine;
Anthems be to You addressed,
God in man made manifest."	"Manifest in making whole
Palsied limbs and fainting soul;
Manifest in valiant fight,
Quelling all the devil's might;
Manifest in gracious will,
Ever bringing good from ill;
Anthems be to You addressed,
God in man made manifest."	"Grant us grace to see You, Lord,
Mirrored in Your holy Word;
May we imitate Your way,
And be pure, as pure as we may,
That we like You may be
At Your great epiphany;
Let us praise You, ever blest,
God in man made manifest."	""	""	""	""
"SDAH_146"	"146. I Think When I Read That Sweet Story"	""	"SDA Hymnal (SDAH)"	"I think when I read that sweet story of old,
When Jesus was here among men,
How He called little children as lambs to His fold,
I should like to have been with Him then."	"I wish that His hands had been placed on my head,
That His arm had been thrown around me,
And that I might have seen His kind look when He said,
""Let the little ones come unto Me."""	"I long for the joy of that glorious time,
The sweetest and brightest and best,
When the dear little children of every clime
Shall crowd to His arms and be blest."	""	""	""	""	""
"SDAH_147"	"147. Christ Upon the Mountain Peak"	""	"SDA Hymnal (SDAH)"	"Christ upon the mountain peak
Stands alone in glory blazing;
Let us, if we dare to speak,
With the saints and angels praise Him:
Refrain
Alleluia, Alleluia, Alleluia."	"Trembling at His feet we saw
Moses and Elijah speaking;
All the prophets and the law
Shout thro' them their joyful greeting:
Refrain
Alleluia, Alleluia, Alleluia."	"Swift the cloud of glory came,
God proclaiming in the thunder
Jesus as His Son by name;
Nations cry aloud in wonder!
Refrain
Alleluia, Alleluia, Alleluia."	"This is God's beloved Son:
Law and prophets fade before Him;
First and last, the only One,
Let creation now adore Him.
Refrain
Alleluia, Alleluia, Alleluia."	""	""	""	""
"SDAH_148"	"148. O Love, How Deep, How Broad"	""	"SDA Hymnal (SDAH)"	"O love, how deep, how broad, how high,
Beyond all thought and fantasy,
That God, the Son of God, should take
Our mortal form for mortal's sake!"	"For us baptized, for us He bore
His holy fast and hungered sore;
For us temptation sharp He knew;
For us the tempter overthrew."	"For us by wickedness betrayed,
For us, in crown of thorns arrayed,
He bore the shameful cross and death;
For us He gave His dying breath."	"For us He rose from death again,
For us He went on high to reign;
For us He sent His Spirit here
To guide, to strengthen, and to cheer."	"All glory to our Lord and God
For love so deep, so high, so broad;
The Trinity whom we adore
Forever and forevermore."	""	""	""
"SDAH_149"	"149. Once in Royal David's City"	""	"SDA Hymnal (SDAH)"	"Once in royal David's city
Stood a lowly cattle shed,
Where a mother laid her Baby
In a manger for His bed;
Mary was that mother mild,
Jesus Christ her little Child."	"He came down to earth from heaven,
Who is God and Lord of all,
And His shelter was a stable,
And His cradle was a stall;
With the poor, and mean, and lowly,
Lived on earth our Savior holy."	"And through all His wondrous childhood
He would honor and obey,
Love and watch the lowly mother
In whose gentle arms He lay.
Christian children all must be
Mild, obedient, good as He."	"And our eyes at last shall see Him,
Through His own redeeming love;
For that Child so dear and gentle
Is our Lord in heaven above;
And He leads His children on
To the place where He is gone."	""	""	""	""
"SDAH_150"	"150. Who Is He in Yonder Stall?"	""	"SDA Hymnal (SDAH)"	"Who is He in yonder stall,
At whose feet the shepherds fall?"	"'Tis the Lord, O wondrous story,
'Tis the Lord, the King of glory!
At His feet we humbly fall,
Crown Him, crown Him Lord of all.
At His feet we humbly fall — the Lord of all.
Crown Him, crown Him, Jesus, Jesus,
Crown Him Lord of all."	"Who is He in deep distress,
Fasting in the wilderness?"	"Who is He, the gathering throng
Greet with loud triumphant song?"	"Lo, at midnight, who is He
Prays in dark Gethsemane?"	"Who is He on yonder tree
Dies in shame and agony?"	"Who is He that from the grave
Comes to heal and help and save?"	"Who is He that from His throne
Rules through all the world alone?"
"SDAH_151"	"151. Jesus Walked This Lonesome Valley"	""	"SDA Hymnal (SDAH)"	"Jesus walked this lonesome valley;
He had to walk it by Himself.
O nobody else could walk it for Him.
He had to walk it by Himself."	"I must go and stand my trial.
I have to stand it by myself.
O nobody else could stand it for me.
I have to stand it by myself."	"Jesus walked this lonesome valley;
He had to walk it by Himself.
O nobody else could walk it for Him.
He had to walk it by Himself."	""	""	""	""	""
"SDAH_152"	"152. Tell Me the Story of Jesus"	"Fanny J. Crosby (1820 - 1915)"	"SDA Hymnal (SDAH)"	"Tell me the story of Jesus,
Write on my heart every word,
Tell me the story most precious
Sweetest that ever was heard;
Tell how the angels, in chorus,
Sang as they welcomed His birth,
Glory to God in the highest,
Peace and good tidings to earth."	"Tell me the story of Jesus,
Write on my heart every word,
Tell me the story most precious,
Sweetest that ever was heard."	"Fasting, alone in the desert,
Tell of the days that He passed,
How for our sins He was tempted,
Yet was triumphant at last;
Tell of the years of His labor,
Tell of the sorrow He bore,
He was despised and afflicted,
Homeless, rejected, and poor."	"Tell of the cross where they nailed Him,
Writhing in anguish and pain;
Tell of the grave where they laid Him,
Tell how He liveth again;
Love in that story so tender,
Clearer than ever I see;
Stay, let me weep while you whisper,
Love paid the ransom for me."	""	""	""	""
"SDAH_153"	"153. Prince of Peace, Control My Will"	""	"SDA Hymnal (SDAH)"	"Prince of Peace, control my will,
Bid this struggling heart be still;
Bid my fears and doubtings cease,
Hush my spirit into peace."	"Thou hast bought me with Thy blood,
Opened wide the gate to God;
Peace, I ask, but peace must be,
Lord, in being one with Thee."	"May Thy will, not mine, be done,
May Thy will and mine be one;
Chase these doubtings from my heart,
Now Thy perfect peace impart."	""	""	""	""	""
"SDAH_154"	"154. When I Survey the Wondrous Cross"	""	"SDA Hymnal (SDAH)"	"When I survey the wondrous cross
On which the Prince of glory died,
My richest gain I count but loss,
And pour contempt on all my pride."	"Forbid it, Lord, that I should boast,
Save in the death of Christ, my God;
All the vain things that charm me most —
I sacrifice them to His blood."	"See, from His head, His hands, His feet,
Sorrow and love flow mingled down;
Did e'er such love and sorrow meet,
Or thorns compose so rich a crown?"	"Were the whole realm of nature mine,
That were an offering far too small:
Love so amazing, so divine,
Demands my soul, my life, my all."	""	""	""	""
"SDAH_155"	"155. When I Survey the Wondrous Cross"	""	"SDA Hymnal (SDAH)"	"When I survey the wondrous cross
On which the Prince of glory died,
My richest gain I count but loss,
And pour contempt on all my pride."	"See, from His head, His hands, His feet,
Sorrow and love flow mingled down;
Did e'er such love and sorrow meet?
Or thorns compose so rich a crown?"	"Since I, who was undone and lost,
Have pardon through His name and word;
Forbid it, then, that I should boast,
Save in the cross of Christ my Lord."	"Were the whole realm of nature mine,
That were a tribute far too small;
Love so amazing, so divine,
Demands my life, my soul, my all."	""	""	""	""
"SDAH_156"	"156. O Sacred Head Now Wounded"	"Bernard of Clairvaux (1091 - 1153); Hans Leo Hassler, 1601 (1564 - 1612)"	"SDA Hymnal (SDAH)"	"O sacred head, now wounded,
With grief and shame weighed down,
Now scornfully surrounded
With thorns, Thine only crown:
O sacred head, what glory,
What bliss till now was Thine!
Yet, through despised and glory,
I joy to call Thee mine."	"What Thou, my Lord, has suffered
Was all for sinners' gain;
Mine, mine was the transgression,
But Thine the deadly pain.
Lo, here I fall, my Savior!
'Tis I deserve Thy place;
Look on me with thy favor,
Vouchsafe to me Thy grace."	"What language shall I borrow
To thank Thee, dearest friend,
For this Thy dying sorrow,
Thy pity without end?
O make me Thine forever;
And should I fainting be,
Lord, let me never, never
Outlive my love for Thee."	""	""	""	""	""
"SDAH_157"	"157. Go to Dark Gethsemane"	""	"SDA Hymnal (SDAH)"	"Go to dark Gethsemane,
Ye that feel the tempter's power;
Your Redeemer's conflict see;
Watch with Him one bitter hour;
Turn not from His griefs away;
Learn from Jesus Christ to pray."	"See Him at the judgment hall,
Beaten, bound, reviled, arraigned;
See Him meekly bearing all;
Love to man His soul sustained;
Shun not suffering, shame, or loss;
Learn of Christ to bear the cross."	"Calvary's mournful mountain climb;
There adoring at His feet,
Mark that miracle of time,
God's own sacrifice complete;
""It is finished!"" hear Him cry;
Learn from Jesus Christ to die."	""	""	""	""	""
"SDAH_158"	"158. Were You There?"	""	"SDA Hymnal (SDAH)"	"Were you there when they crucified my Lord?
Were you there when they crucified my Lord?
O! Sometimes it causes me to tremble, tremble, tremble.
Were you there when they crucified my Lord?"	"Were you there when they nailed Him to the tree?
Were you there when they nailed Him to the tree?
O! Sometimes it causes me to tremble, tremble, tremble.
Were you there when they nailed Him to the tree?"	"Were you there when they pierced Him in the side?
Were you there when they pierced Him in the side?
O! Sometimes it causes me to tremble, tremble, tremble.
Were you there when they pierced Him in the side?"	"Were you there when the sun refused to shine?
Were you there when the sun refused to shine?
O! Sometimes it causes me to tremble, tremble, tremble.
Were you there when the sun refused to shine?"	"Were you there when they laid Him in the tomb?
Were you there when they laid Him in the tomb?
O! Sometimes it causes me to tremble, tremble, tremble.
Were you there when they laid Him in the tomb?"	""	""	""
"SDAH_159"	"159. The Old Rugged Cross"	""	"SDA Hymnal (SDAH)"	"On a hill far away stood an old rugged cross,
The emblem of suffering and shame,
And I love that old cross where the dearest and best
For a world of lost sinners was slain."	"So I'll cherish the old rugged cross,
Till my trophies at last I lay down;
I will cling to the old rugged cross,
And exchange it some day for a crown."	"Oh, that old rugged cross, so despised by the world,
Has a wondrous attraction for me,
For the dear Lamb of God left his glory above,
To bear it to dark Calvary."	"To that old rugged cross I will ever be true,
Its shame and reproach gladly bear;
Then He'll call me some day to my home far away,
Where His glory forever I'll share."	""	""	""	""
"SDAH_160"	"160. Ride On in Majesty"	""	"SDA Hymnal (SDAH)"	"Ride on! ride on in majesty!
Hark, all the tribes hosanna cry;
O Savior meek, pursue Thy road
With palms and scattered garments strowed."	"Ride on! ride on in majesty!
In lowly pomp ride on to die;
O Christ, Thy triumphs now begin
O'er captive death and conquered sin."	"Ride on! ride on in majesty!
The winged squadrons of the sky
Look down with sad and wondering eyes
To see the approaching sacrifice."	"Ride on! ride on in majesty!
In lowly pomp ride on to die;
Bow Thy meek head to mortal pain,
Then take, O God, Thy power and reign."	""	""	""	""
"SDAH_161"	"161. Throned Upon the Awful Tree"	""	"SDA Hymnal (SDAH)"	"Throned upon the awful tree,
Lamb of God, Your grief we see.
Darkness veils Your anguished face;
None its lines of woe can trace.
None can tell what pangs unknown
Hold You silent and alone."	"Silent through those three dread hours,
Wrestling with the evil powers,
Left alone with human sin,
Gloom around You and within,
Till th'appointed time is nigh,
Till the Lamb of God may die."	"Hark, that cry that peals aloud
Upward through the whelming cloud!
You, the Father's only Son,
You, His own anointed one,
You are asking — can it be?
""Why have You forsaken Me?"""	"Lord, should fear and anguish roll
Darkly o'er our sinful soul,
You, who once were thus bereft
That Your own might ne'er be left,
Teach us by that bitter cry
In the gloom to know You nigh."	""	""	""	""
"SDAH_162"	"162. Wondrous Love"	""	"SDA Hymnal (SDAH)"	"What wondrous love is this,
O my soul, O my soul?
What wondrous love is this, O my soul?
What wondrous love is this
That caused the Lord of bliss
To bear the dreadful curse for my soul, for my soul;
To bear the dreadful curse for my soul?"	"To God and to the Lamb
I will sing, I will sing;
To God and to the Lamb, I will sing;
To God and to the Lamb
Who is the great I am,
While millions join the theme, I will sing, I will sing;
While millions join the theme, I will sing."	"And when from death I'm free,
I'll sing on, I'll sing on;
And when from death I'm free, I'll sing on;
And when from death I'm free,
I'll sing and joyful be,
And through eternity I'll sing on, I'll sing on!
And through eternity, I'll sing on."	""	""	""	""	""
"SDAH_163"	"163. At the Cross"	""	"SDA Hymnal (SDAH)"	"Alas! and did my Savior bleed?
And did my Sovereign die?
Would he devote that sacred head
For someone such as I?"	"At the cross, at the cross where I first saw the light,
And the burden of my heart rolled away,
It was there by faith I received my sight,
And now I am happy all the day!"	"Was it for crimes that I have done,
He suffered on the tree?
Amazing pity! grace unknown!
And love beyond degree!"	"But drops of grief can ne'er repay
The debt of love I owe:
Here, Lord, I give myself away,
'Tis all that I can do!"	""	""	""	""
"SDAH_164"	"164. There Is a Green Hill Far Away"	""	"SDA Hymnal (SDAH)"	"There is a green hill far away,
Without a city wall,
Where the dear Lord was crucified,
Who died to save us all."	"We may not know, we cannot tell,
What pains He had to bear,
But we believe it was for us
He hung and suffered there."	"He died that we might be forgiven,
He died to make us good,
That we might go at last to heaven,
Saved by His precious blood."	"There was no other good enough
To pay the price of sin;
He only could unlock the gate
Of heaven, and let us in."	"O dearly, dearly has He loved!
And we must love Him too,
And trust in His redeeming blood,
And try His works to do."	""	""	""
"SDAH_165"	"165. Look, You Saints! the Sight Is Glorious"	""	"SDA Hymnal (SDAH)"	"Look, you saints, the sight is glorious,
See the Man of sorrows now;
From the fight returned victorious,
Every knee to Him shall bow.
Crown Him! Crown Him! Crown Him!
Crown Him! Crown Him! Crown Him!
Crowns become the victor's brow.
Crowns become the victor's brow."	"Crown the Savior! angels crown Him!
Rich the trophies Jesus brings;
On the seat of power enthrone Him
While the vault of heaven rings.
Crown Him! Crown Him! Crown Him!
Crown Him! Crown Him! Crown Him!
Crown the Savior, King of Kings.
Crown the Savior, King of Kings."	"Sinners in derision crowned Him,
Mocking thus the Savior's claim;
Saints and angels crowd around Him,
Own His title, praise His name.
Crown Him! Crown Him! Crown Him!
Crown Him! Crown Him! Crown Him!
Spread abroad the victor's fame!
Spread abroad the victor's fame!"	"Hark! those bursts of acclamation!
Hark! those loud triumphant chords!
Jesus takes the highest station;
Oh, what joy the sight affords!
Crown Him! Crown Him! Crown Him!
Crown Him! Crown Him! Crown Him!
King of kings and Lord of lords!
King of kings and Lord of lords!"	""	""	""	""
"SDAH_166"	"166. Christ the Lord Is Risen Today"	""	"SDA Hymnal (SDAH)"	"Christ the Lord is risen today,
Alleluia!
Sons of men and angels say,
Alleluia!
Raise your joys and triumphs high,
Alleluia!
Sing, ye heavens, and earth reply,
Alleluia!"	"Lives again our glorious King,
Alleluia!
Where, O death, is now thy sting?
Alleluia!
Once He died, our souls to save,
Alleluia!
Where's thy victory, boasting grave?
Alleluia!"	"Love's redeeming work is done,
Alleluia!
Fought the fight, the battle won,
Alleluia!
Death in vain forbids Him rise,
Alleluia!
Christ has opened Paradise,
Alleluia!"	"Soar we then where Christ has led,
Alleluia!
Following our exalted Head,
Alleluia!
Made like Him, like Him we rise,
Alleluia!
Ours the cross, the grave, the skies,
Alleluia!"	""	""	""	""
"SDAH_167"	"167. Alleluia! Sing to Jesus!"	""	"SDA Hymnal (SDAH)"	"Alleluia! sing to Jesus!
His the scepter, His the throne;
Alleluia! His the triumph,
His the victory alone;
Hark! the songs of peaceful Sion
Thunder like a mighty flood;
Jesus out of every nation
Hath redeemed us by His blood."	"Alleluia! not as orphans
Are we left in sorrow now;
Alleluia! He is near us,
Faith believes, nor questions how:
Though the cloud from sight received Him,
When the forty days were o'er,
Shall our hearts forget His promise,
""I am with you evermore""?"	"Alleluia! Bread of heaven,
Thou on earth our food, our stay!
Alleluia! here the sinful
Flee to Thee from day to day:
Intercessor, Friend of sinners,
Earth's Redeemer plead for me,
Where the songs of all the sinless
Sweep across the crystal sea."	""	""	""	""	""
"SDAH_168"	"168. And Have the Bright Immensities"	""	"SDA Hymnal (SDAH)"	"And have the bright immensities
Received our risen Lord,
Where light years frame the Pleiades
And point Orion's sword?
Do flaming suns His footsteps trace
Thro' corridors sublime,
The Lord of interstellar space
And conqueror of time?"	"The heav'n that hides Him from our sight
Knows neither near nor far;
A little candle sheds its light
As surely as a star.
And where His loving people meet
To share the gift divine,
There stands He with unhurrying feet;
There heav'nly splendors shine."	""	""	""	""	""	""
